,fname,labels
5642,09b33498.wav,Screaming
5643,09c39dda.wav,Shatter
5652,09e9f5db.wav,Bus
5659,0a02f3a1.wav,Traffic_noise_and_roadway_noise
5670,0a27fd62.wav,Car_passing_by
5676,0a3f97ba.wav,Bus
5677,0a41b0d9.wav,Bicycle_bell
5680,0a46cdf6.wav,Motorcycle
5698,0a88247b.wav,Screaming
5709,0ab32897.wav,Slam
5716,0ac73cf2.wav,Yell
5719,0acfe669.wav,Motorcycle
5731,0afbcbe6.wav,Bus
5734,0b03790f.wav,Motorcycle
5737,0b0820f1.wav,Yell
5743,0b168df5.wav,Shatter
5747,0b1b172f.wav,Bark
5755,0b38704a.wav,Screaming
5762,0b4e92c8.wav,Traffic_noise_and_roadway_noise
5764,0b55ac2e.wav,Yell
5777,0b96049d.wav,Bicycle_bell
5788,0bc58708.wav,Shatter
5793,0be46d07.wav,Knock
5815,0c16ae80.wav,Yell
5839,0c43aca3.wav,Car_passing_by
5842,0c498427.wav,Knock
5844,0c4b0aff.wav,Slam
5856,0c6ec6ed.wav,Bark
5862,0c89b3ec.wav,Motorcycle
5865,0c96446d.wav,Motorcycle
5868,0ca5c099.wav,Motorcycle
5876,0cbbf2d9.wav,Screaming
5889,0cde7802.wav,Bus
5899,0cf0a179.wav,Shatter
5903,0d034748.wav,Bicycle_bell
5909,0d11640e.wav,Slam
5910,0d125f53.wav,Knock
5915,0d1e8343.wav,Traffic_noise_and_roadway_noise
5917,0d2405b7.wav,Bark
5926,0d525c77.wav,Yell
5928,0d5639f2.wav,Shatter
5943,0da9069e.wav,Car_passing_by
5944,0dae8e86.wav,Bark
5946,0db6d829.wav,Slam
5948,0db94283.wav,Slam
5961,0dfa221f.wav,Bus
5962,0dff6e87.wav,Shatter
5963,0e032233.wav,Shatter
5970,0e0ebe3a.wav,Car_passing_by
5977,0e29de3b.wav,Bus
5989,0e602ba2.wav,Yell
6001,0e92f24d.wav,Slam
6006,0ea9f2eb.wav,Traffic_noise_and_roadway_noise
6016,0ec359db.wav,Screaming
6037,0f130135.wav,Bark
6058,0f48aa8f.wav,Yell
6071,0f718e0b.wav,Traffic_noise_and_roadway_noise
6098,0fddcc6e.wav,Shatter
6104,0fe94576.wav,Bark
6108,0ff744af.wav,Bark
6113,10054e90.wav,Motorcycle
6116,10139935.wav,Bus
6120,1028f2cb.wav,Motorcycle
6133,10539d31.wav,Bus
6142,1072621f.wav,Traffic_noise_and_roadway_noise
6144,10743a0e.wav,Shatter
6145,10754298.wav,Yell
6155,10a21206.wav,Screaming
6166,10c6f6a5.wav,Traffic_noise_and_roadway_noise
6174,10de6dcb.wav,Bus
6177,10f99e7e.wav,Yell
6179,11074699.wav,Yell
6212,1176ce8b.wav,Shatter
6226,1191c411.wav,Shatter
6238,11ac3323.wav,Bicycle_bell
6243,11b80205.wav,Slam
6245,11c36a59.wav,Knock
6268,1202b6bb.wav,Motorcycle
6290,12721969.wav,Screaming
6297,12956d8b.wav,Bark
6304,12ac6362.wav,Traffic_noise_and_roadway_noise
6308,12b1be30.wav,Bus
6312,12d8d7f8.wav,Knock
6315,12e347a6.wav,Knock
6316,12e5a26f.wav,Screaming
6322,130da01a.wav,Bus
6323,130fa960.wav,Shatter
6325,13141dca.wav,Knock
6354,1370d048.wav,Yell
6359,139f366a.wav,Shatter
6377,13e9c991.wav,Motorcycle
6382,13ffb3de.wav,Screaming
6384,1405b4d1.wav,Bus
6394,1429f134.wav,Shatter
6395,14358faa.wav,Bicycle_bell
6396,14388005.wav,Slam
6409,145d9912.wav,Shatter
6413,146aad9a.wav,Screaming
6426,14a34ef5.wav,Screaming
6430,14af2ab1.wav,Motorcycle
6433,14c0b5c2.wav,Bus
6443,14df07af.wav,Shatter
6451,14fc6a5d.wav,Bus
6453,15001fd8.wav,Slam
6457,15120680.wav,Knock
6461,152abacb.wav,Yell
6462,152ae414.wav,Car_passing_by
6463,152d5e06.wav,Yell
6471,15486705.wav,Motorcycle
6477,155c248a.wav,Yell
6483,1565b658.wav,Motorcycle
6493,15834bd2.wav,Yell
6522,15f6b286.wav,Bicycle_bell
6524,15f87e74.wav,Bus
6531,1608ac87.wav,Knock
6536,161e1295.wav,Knock
6537,1620d015.wav,Traffic_noise_and_roadway_noise
6542,162f85fc.wav,Knock
6547,1637fd37.wav,Shatter
6548,16428e7d.wav,Car_passing_by
6551,164ac82f.wav,Bark
6556,165bcdd5.wav,Traffic_noise_and_roadway_noise
6559,16697e33.wav,Bus
6564,16780225.wav,Knock
6569,167eec06.wav,Screaming
6582,16afaf49.wav,Car_passing_by
6589,16bcec4e.wav,Bicycle_bell
6595,16c4651f.wav,Car_passing_by
6599,16dea12b.wav,Traffic_noise_and_roadway_noise
6602,16e85015.wav,Traffic_noise_and_roadway_noise
6604,16eb5657.wav,Bicycle_bell
6614,1724a999.wav,Bus
6617,172a7a85.wav,Traffic_noise_and_roadway_noise
6621,17445816.wav,Screaming
6622,174badee.wav,Motorcycle
6623,174dcac9.wav,Motorcycle
6625,1754c045.wav,Traffic_noise_and_roadway_noise
6643,17904438.wav,Bus
6657,17caa16e.wav,Screaming
6673,180a0db9.wav,Screaming
6685,183b1e07.wav,Bicycle_bell
6699,186df214.wav,Knock
6704,187e0a8c.wav,Shatter
6720,18ae7f21.wav,Bus
6722,18b459bf.wav,Car_passing_by
6728,18d7da64.wav,Screaming
6731,18e09f72.wav,Car_passing_by
6747,1905527d.wav,Slam
6758,1920fdd1.wav,Slam
6760,1921f75e.wav,Bark
6767,19339845.wav,Traffic_noise_and_roadway_noise
6772,193779da.wav,Car_passing_by
6773,1937c1ee.wav,Slam
6778,194cd75d.wav,Traffic_noise_and_roadway_noise
6784,196964fb.wav,Shatter
6802,19a712b8.wav,Yell
6803,19a826a2.wav,Car_passing_by
6807,19c2cf14.wav,Screaming
6839,1a5d46b0.wav,Slam
6843,1a76ecae.wav,Screaming
6854,1aac0de8.wav,Slam
6871,1aec0aea.wav,Motorcycle
6873,1af13145.wav,Screaming
6878,1b03bba7.wav,Bark
6883,1b284947.wav,Slam
6888,1b4273ee.wav,Slam
6906,1b9908cd.wav,Screaming
6918,1bbcf078.wav,Shatter
6930,1becf916.wav,Slam
6944,1c1471be.wav,Traffic_noise_and_roadway_noise
6953,1c32b65b.wav,Screaming
6961,1c56c33c.wav,Car_passing_by
6962,1c57c7e9.wav,Traffic_noise_and_roadway_noise
6973,1c7301d0.wav,Bus
6981,1c8a9edb.wav,Car_passing_by
6984,1ca1251d.wav,Bus
6987,1ca9b2f8.wav,Slam
7011,1d0ecef6.wav,Traffic_noise_and_roadway_noise
7030,1d5616df.wav,Shatter
7042,1d812a1f.wav,Car_passing_by
7050,1d99f153.wav,Yell
7062,1dbe91f8.wav,Traffic_noise_and_roadway_noise
7070,1de0c4f1.wav,Car_passing_by
7079,1deecb49.wav,Knock
7089,1e0478f7.wav,Traffic_noise_and_roadway_noise
7098,1e1b25d2.wav,Yell
7102,1e278b46.wav,Knock
7117,1e5d3179.wav,Motorcycle
7119,1e5f20ab.wav,Yell
7123,1e7ff8c7.wav,Traffic_noise_and_roadway_noise
7125,1e856785.wav,Bicycle_bell
7134,1e9758b8.wav,Yell
7136,1ea1cf42.wav,Slam
7152,1ed18308.wav,Bus
7166,1f140e82.wav,Motorcycle
7177,1f346a78.wav,Screaming
7198,1f9eab1e.wav,Bark
7199,1f9f0b6c.wav,Bus
7203,1fb44402.wav,Traffic_noise_and_roadway_noise
7217,1fee4ac7.wav,Bicycle_bell
7221,200b2ff2.wav,Knock
7223,201302a0.wav,Bicycle_bell
7228,20313f90.wav,Traffic_noise_and_roadway_noise
7237,2057cbe9.wav,Slam
7245,2065a8cc.wav,Motorcycle
7249,206f3460.wav,Slam
7265,20c068c7.wav,Yell
7269,20c5882d.wav,Yell
7273,20c8b5e2.wav,Bark
7275,20cf9968.wav,Shatter
7276,20d02c59.wav,Motorcycle
7280,20d7b381.wav,Knock
7284,20ead574.wav,Bark
7291,20ffec37.wav,Traffic_noise_and_roadway_noise
7292,2100dd11.wav,Yell
7298,210e1f50.wav,Screaming
7307,21356e63.wav,Bark
7308,2135d081.wav,Car_passing_by
7329,2173e28e.wav,Knock
7349,219d6182.wav,Screaming
7370,22088322.wav,Bark
7395,22590f24.wav,Bus
7399,2263de8f.wav,Yell
7407,2281f112.wav,Knock
7415,229d5ce2.wav,Car_passing_by
7418,229f3395.wav,Traffic_noise_and_roadway_noise
7422,22ad22bd.wav,Yell
7423,22ad559a.wav,Yell
7428,22bdd4b3.wav,Car_passing_by
7430,22c0cadd.wav,Motorcycle
7432,22cdd2b2.wav,Car_passing_by
7434,22dafcaa.wav,Yell
7452,232e6d88.wav,Bus
7455,2338f520.wav,Bark
7466,235da76b.wav,Bark
7472,2377c561.wav,Bicycle_bell
7478,23921754.wav,Bicycle_bell
7486,23a7656f.wav,Traffic_noise_and_roadway_noise
7490,23b5903c.wav,Knock
7495,23c1e666.wav,Shatter
7505,23db59d2.wav,Motorcycle
7509,23e12d4e.wav,Screaming
7517,23f8bcb1.wav,Knock
7519,23ff10d0.wav,Traffic_noise_and_roadway_noise
7526,241fe60c.wav,Slam
7529,24289137.wav,Traffic_noise_and_roadway_noise
7533,24367475.wav,Motorcycle
7539,244c29cd.wav,Yell
7540,244e26f3.wav,Bus
7546,2467678e.wav,Yell
7564,24954f39.wav,Yell
7580,24b3329f.wav,Yell
7607,24ef719d.wav,Shatter
7623,2524ce4d.wav,Bicycle_bell
7630,2532aaba.wav,Slam
7633,253d4dbd.wav,Motorcycle
7638,256a8d2e.wav,Slam
7652,25a0b774.wav,Bicycle_bell
7662,25c08336.wav,Bark
7667,25c7f641.wav,Bark
7670,25d039a6.wav,Traffic_noise_and_roadway_noise
7700,2654431d.wav,Bicycle_bell
7705,266cb74a.wav,Traffic_noise_and_roadway_noise
7714,26813d9e.wav,Traffic_noise_and_roadway_noise
7724,26a640f8.wav,Car_passing_by
7745,26ee7b27.wav,Shatter
7747,26f3ea02.wav,Car_passing_by
7751,27057625.wav,Traffic_noise_and_roadway_noise
7764,272b694d.wav,Bus
7766,272f28c3.wav,Yell
7783,276a95e2.wav,Yell
7784,276c8411.wav,Screaming
7796,279bcdaa.wav,Bark
7811,27d489ca.wav,Bus
7821,27f35931.wav,Traffic_noise_and_roadway_noise
7829,280864cd.wav,Traffic_noise_and_roadway_noise
7830,280ab694.wav,Bicycle_bell
7839,28225555.wav,Traffic_noise_and_roadway_noise
7840,2822c1ff.wav,Motorcycle
7847,28311a53.wav,Bus
7866,2884958d.wav,Slam
7869,2890332a.wav,Motorcycle
7884,28ca1499.wav,Shatter
7901,29144689.wav,Yell
7915,2936ff12.wav,Traffic_noise_and_roadway_noise
7916,293c76a6.wav,Shatter
7920,294975ca.wav,Screaming
7921,294e4d43.wav,Yell
7931,2971c485.wav,Traffic_noise_and_roadway_noise
7940,29979bac.wav,Bark
7941,29a0f4c2.wav,Yell
7946,29b9fa0a.wav,Slam
7955,29cecfb5.wav,Knock
7965,29e675ee.wav,Screaming
7974,2a0e90dc.wav,Bark
7978,2a1a54c9.wav,Traffic_noise_and_roadway_noise
7979,2a1c400e.wav,Screaming
7994,2a6ae936.wav,Bicycle_bell
7998,2a6fee2b.wav,Yell
8004,2a8f0e34.wav,Bus
8005,2a901dbc.wav,Bicycle_bell
8007,2a964367.wav,Yell
8010,2aa1fb28.wav,Screaming
8024,2acc0c45.wav,Car_passing_by
8045,2b14d8fe.wav,Traffic_noise_and_roadway_noise
8062,2b47764f.wav,Yell
8066,2b4b1daf.wav,Slam
8076,2b6b4723.wav,Traffic_noise_and_roadway_noise
8086,2b8b34dc.wav,Bicycle_bell
8094,2b9ce9b2.wav,Motorcycle
8127,2bfe04eb.wav,Car_passing_by
8138,2c14839b.wav,Motorcycle
8141,2c1a45b5.wav,Bicycle_bell
8165,2c63fc36.wav,Traffic_noise_and_roadway_noise
8179,2c9d057d.wav,Car_passing_by
8187,2cb1dd9f.wav,Knock
8190,2cc2ab18.wav,Bicycle_bell
8211,2d0c9a9f.wav,Traffic_noise_and_roadway_noise
8219,2d3d783a.wav,Screaming
8221,2d439a1c.wav,Car_passing_by
8229,2d53b3a4.wav,Bus
8230,2d54632a.wav,Traffic_noise_and_roadway_noise
8244,2d87d7bd.wav,Bark
8245,2d89b44b.wav,Motorcycle
8252,2db70f0a.wav,Screaming
8254,2dc47f29.wav,Bark
8261,2dd2d1b4.wav,Screaming
8262,2dd6e5de.wav,Knock
8269,2df20f3a.wav,Bicycle_bell
8270,2df58117.wav,Slam
8282,2e2e4809.wav,Motorcycle
8295,2e524d07.wav,Motorcycle
8307,2e84be08.wav,Car_passing_by
8310,2e8c5374.wav,Slam
8315,2e9f9e31.wav,Bicycle_bell
8323,2eb8f374.wav,Knock
8333,2eeb0278.wav,Shatter
8338,2efdeb7d.wav,Bicycle_bell
8340,2f05cc62.wav,Slam
8353,2f351e49.wav,Motorcycle
8357,2f40ef32.wav,Bicycle_bell
8371,2f6d3011.wav,Screaming
8376,2f8762f4.wav,Screaming
8380,2f932140.wav,Traffic_noise_and_roadway_noise
8382,2f98b077.wav,Motorcycle
8391,2fb6e9ff.wav,Knock
8396,2fc005a3.wav,Screaming
8412,2ff9ea08.wav,Motorcycle
8415,3005b0ef.wav,Yell
8426,30510b80.wav,Bicycle_bell
8440,30732669.wav,Yell
8456,309f4d58.wav,Bus
8457,309ff818.wav,Bark
8463,30ae27a4.wav,Shatter
8467,30becc9d.wav,Bark
8470,30d2b436.wav,Slam
8476,30ec8b41.wav,Bus
8489,31212aad.wav,Screaming
8511,3157e2e9.wav,Knock
8516,3164260e.wav,Bark
8524,317c1c67.wav,Shatter
8527,3189517e.wav,Traffic_noise_and_roadway_noise
8536,31b13118.wav,Bark
8544,31d07764.wav,Bicycle_bell
8550,31e266a9.wav,Yell
8557,31fecbba.wav,Motorcycle
8563,3213f69b.wav,Bicycle_bell
8575,32320d30.wav,Slam
8577,3239882a.wav,Bicycle_bell
8579,32481dd1.wav,Shatter
8581,324cdf86.wav,Traffic_noise_and_roadway_noise
8592,32832389.wav,Yell
8608,32c38916.wav,Bark
8619,32dcbf5d.wav,Knock
8621,32dd8d76.wav,Motorcycle
8631,3303eaba.wav,Screaming
8635,33105e73.wav,Car_passing_by
8642,331fb6ac.wav,Knock
8650,333c230d.wav,Bicycle_bell
8655,33584207.wav,Slam
8664,337a5de1.wav,Screaming
8671,339cc18d.wav,Car_passing_by
8677,33c03d18.wav,Bus
8678,33c78dfa.wav,Traffic_noise_and_roadway_noise
8679,33c9764c.wav,Bark
8681,33d21ea8.wav,Bicycle_bell
8684,33de7641.wav,Yell
8690,33fd01bc.wav,Bus
8694,34087375.wav,Yell
8697,341ab401.wav,Traffic_noise_and_roadway_noise
8708,343f6013.wav,Car_passing_by
8718,3472481d.wav,Car_passing_by
8721,34804e33.wav,Slam
8728,3496256e.wav,Motorcycle
8731,34a6afaa.wav,Slam
8732,34a7f587.wav,Bark
8744,34d0ab05.wav,Traffic_noise_and_roadway_noise
8745,34d6c55c.wav,Bus
8747,34dab3f2.wav,Bicycle_bell
8756,34fe3f66.wav,Screaming
8772,35332c4b.wav,Screaming
8775,3543599a.wav,Shatter
8792,3576f58d.wav,Traffic_noise_and_roadway_noise
8793,3579f926.wav,Yell
8811,35b60c7d.wav,Traffic_noise_and_roadway_noise
8814,35bd36c8.wav,Car_passing_by
8816,35bfe91a.wav,Knock
8818,35c2eb5f.wav,Slam
8821,35c8f877.wav,Shatter
8822,35c96af9.wav,Bicycle_bell
8824,35ce184a.wav,Motorcycle
8836,35f2b7f9.wav,Yell
8847,360bc13f.wav,Bus
8852,36103cfc.wav,Yell
8858,36232063.wav,Slam
8861,3631205a.wav,Bus
8880,367f8eda.wav,Bus
8890,36c51c3d.wav,Bicycle_bell
8901,36e90d3f.wav,Motorcycle
8910,3701c6fd.wav,Shatter
8922,3728459f.wav,Motorcycle
8924,372d0b78.wav,Motorcycle
8932,37442f69.wav,Bus
8937,374ebc75.wav,Yell
8962,37962500.wav,Yell
8964,379d60ec.wav,Bicycle_bell
8968,37aab787.wav,Bus
8972,37b15c08.wav,Bus
8985,37f3e202.wav,Yell
8986,37fb623f.wav,Knock
8987,3801585d.wav,Screaming
8990,38100ab0.wav,Bus
9000,382604e7.wav,Traffic_noise_and_roadway_noise
9004,382dfe70.wav,Slam
9006,383ab61f.wav,Slam
9010,38479b04.wav,Traffic_noise_and_roadway_noise
9012,384a6b32.wav,Motorcycle
9020,3864885e.wav,Bicycle_bell
9031,388e5695.wav,Yell
9035,389d5ac6.wav,Shatter
9041,38b75303.wav,Yell
9055,38f25e18.wav,Traffic_noise_and_roadway_noise
9056,38ff7cff.wav,Knock
9076,393c1b3d.wav,Slam
9078,3941f9f6.wav,Knock
9080,394db610.wav,Bicycle_bell
9081,394f9c53.wav,Bus
9088,3977667e.wav,Car_passing_by
9106,39a4565b.wav,Yell
9107,39a70bf7.wav,Bus
9108,39ae83b1.wav,Bicycle_bell
9113,39bdef2e.wav,Yell
9123,39e73a81.wav,Bark
9126,39e8eda0.wav,Yell
9127,39f1170e.wav,Bus
9128,39f5255b.wav,Yell
9133,3a080e8a.wav,Screaming
9144,3a2d2928.wav,Yell
9146,3a2e51fd.wav,Yell
9153,3a4ba90d.wav,Shatter
9170,3a998195.wav,Motorcycle
9173,3a9daeef.wav,Shatter
9177,3ab4e41b.wav,Shatter
9178,3ac02fd6.wav,Shatter
9185,3ad89eb1.wav,Bus
9196,3af4fe25.wav,Knock
9207,3b1bc675.wav,Car_passing_by
9209,3b2344f3.wav,Slam
9217,3b3b3313.wav,Yell
9226,3b67b022.wav,Slam
9240,3b9ce894.wav,Bus
9274,3c052f03.wav,Knock
9285,3c332078.wav,Bicycle_bell
9288,3c36783c.wav,Bicycle_bell
9290,3c3c5a60.wav,Yell
9313,3c9d461f.wav,Slam
9314,3c9e9580.wav,Yell
9315,3ca859bc.wav,Car_passing_by
9322,3cc5cf6b.wav,Traffic_noise_and_roadway_noise
9323,3cc9cd5d.wav,Shatter
9326,3ccececc.wav,Yell
9329,3cd1a1c9.wav,Screaming
9334,3d00dce6.wav,Slam
9349,3d4b8e3d.wav,Shatter
9350,3d517fb1.wav,Bark
9358,3d69c279.wav,Traffic_noise_and_roadway_noise
9371,3d8ef3d8.wav,Car_passing_by
9410,3e1ce4d3.wav,Shatter
9415,3e32df31.wav,Screaming
9427,3e655e4a.wav,Bicycle_bell
9430,3e6ca7f0.wav,Slam
9433,3e791a98.wav,Bark
9435,3e7c7c81.wav,Shatter
9452,3ebdc78e.wav,Traffic_noise_and_roadway_noise
9464,3edf0ab1.wav,Yell
9466,3ee5dd08.wav,Bicycle_bell
9467,3eed7585.wav,Bicycle_bell
9470,3ef3cfca.wav,Traffic_noise_and_roadway_noise
9481,3f165fd2.wav,Car_passing_by
9490,3f2ecb1b.wav,Bus
9497,3f44b41a.wav,Screaming
9504,3f5b14c7.wav,Shatter
9506,3f72bcf4.wav,Bark
9507,3f79726f.wav,Screaming
9519,3f8e43df.wav,Bicycle_bell
9523,3f993d78.wav,Bark
9525,3fb5fb65.wav,Shatter
9528,3fc4b2e2.wav,Bicycle_bell
9538,4000972d.wav,Car_passing_by
9543,4014af2c.wav,Screaming
9551,403b827a.wav,Bus
9558,40506088.wav,Bicycle_bell
9561,4057981f.wav,Bark
9587,40a928b7.wav,Bus
9590,40add19c.wav,Bark
9595,40c10265.wav,Bark
9626,41531272.wav,Motorcycle
9629,415c0382.wav,Bicycle_bell
9631,415dd38a.wav,Traffic_noise_and_roadway_noise
9635,41640904.wav,Traffic_noise_and_roadway_noise
9637,4168f93e.wav,Traffic_noise_and_roadway_noise
9650,41870f61.wav,Motorcycle
9652,418b1ce0.wav,Motorcycle
9663,41bd4a69.wav,Traffic_noise_and_roadway_noise
9673,41e94f98.wav,Car_passing_by
9682,42079584.wav,Bicycle_bell
9683,42081ce3.wav,Screaming
9696,42532217.wav,Screaming
9698,425a058d.wav,Yell
9710,427c05c2.wav,Bark
9714,428c52aa.wav,Knock
9735,42daf724.wav,Traffic_noise_and_roadway_noise
9741,42fc7428.wav,Screaming
9744,43083844.wav,Bark
9747,4316b172.wav,Motorcycle
9756,432fde41.wav,Bus
9764,4340947e.wav,Shatter
9767,43498c98.wav,Bus
9770,434d1abe.wav,Traffic_noise_and_roadway_noise
9774,435e56d2.wav,Car_passing_by
9779,4372c62e.wav,Bus
9786,4385e95a.wav,Motorcycle
9787,438fd03b.wav,Screaming
9793,43ae19e6.wav,Bus
9806,43cf809e.wav,Knock
9813,43e2f1f9.wav,Slam
9818,43f4fcfe.wav,Bus
9823,4408951b.wav,Car_passing_by
9826,4416b508.wav,Bark
9831,441b9a8f.wav,Slam
9840,443a0fcc.wav,Traffic_noise_and_roadway_noise
9872,44b39c2d.wav,Motorcycle
9887,44ef041f.wav,Bicycle_bell
9893,4512b277.wav,Screaming
9896,45278d11.wav,Slam
9897,4527faa8.wav,Knock
9906,453b19bd.wav,Traffic_noise_and_roadway_noise
9907,453c02c0.wav,Traffic_noise_and_roadway_noise
9913,455738f8.wav,Slam
9917,456a657f.wav,Bark
9921,457a1396.wav,Bicycle_bell
9943,45d69f60.wav,Traffic_noise_and_roadway_noise
9952,45efeb83.wav,Traffic_noise_and_roadway_noise
9956,45f9716f.wav,Shatter
9958,45fd9d24.wav,Yell
9966,4615c52d.wav,Traffic_noise_and_roadway_noise
9977,46291662.wav,Traffic_noise_and_roadway_noise
9981,4632bfb5.wav,Bus
9985,4645d24c.wav,Bark
9988,465ba7eb.wav,Shatter
9991,4663ad0b.wav,Knock
9998,467db48f.wav,Bus
10007,46a31cf3.wav,Screaming
10009,46aa4035.wav,Motorcycle
10010,46ab964b.wav,Traffic_noise_and_roadway_noise
10014,46c48eaf.wav,Bicycle_bell
10018,46d87b60.wav,Knock
10019,46df5fa3.wav,Slam
10026,46f4cdc3.wav,Slam
10028,46f938cf.wav,Car_passing_by
10031,46fdba94.wav,Slam
10040,472707d9.wav,Shatter
10049,474f8717.wav,Traffic_noise_and_roadway_noise
10057,47726270.wav,Yell
10060,47771f2f.wav,Shatter
10065,478cdf46.wav,Bus
10081,47c419c9.wav,Traffic_noise_and_roadway_noise
10083,47cea820.wav,Screaming
10088,47ef8626.wav,Slam
10089,47efbb73.wav,Slam
10094,48011674.wav,Car_passing_by
10103,481e0d7c.wav,Knock
10113,48332e7a.wav,Shatter
10114,4836535c.wav,Screaming
10117,48400b70.wav,Screaming
10125,484f846d.wav,Traffic_noise_and_roadway_noise
10127,4855b6b9.wav,Bark
10134,486ae3de.wav,Bicycle_bell
10135,486bd82d.wav,Yell
10137,487a17a7.wav,Motorcycle
10145,48914120.wav,Yell
10147,489d30b5.wav,Motorcycle
10153,48af2054.wav,Screaming
10154,48b4e4c5.wav,Yell
10160,48c56bc9.wav,Traffic_noise_and_roadway_noise
10165,48d387e2.wav,Motorcycle
10174,48f53e91.wav,Yell
10197,492fc2c1.wav,Bark
10200,493f05de.wav,Traffic_noise_and_roadway_noise
10206,4962f637.wav,Shatter
10216,4984e89d.wav,Yell
10217,4985eccb.wav,Yell
10222,4994da52.wav,Motorcycle
10233,49bc93c8.wav,Bicycle_bell
10235,49c2b4c3.wav,Yell
10250,49f5d00f.wav,Bark
10258,4a0c20d5.wav,Slam
10271,4a4d0629.wav,Screaming
10274,4a574899.wav,Motorcycle
10279,4a643648.wav,Shatter
10281,4a67c0f7.wav,Car_passing_by
10282,4a67c503.wav,Bus
10287,4a71f229.wav,Shatter
10291,4a7d790d.wav,Bicycle_bell
10294,4a81772f.wav,Bark
10303,4a93a638.wav,Slam
10314,4abda77f.wav,Shatter
10317,4ac1ee35.wav,Shatter
10351,4b1e3cf8.wav,Bicycle_bell
10361,4b5f8c9a.wav,Bus
10363,4b6d785f.wav,Screaming
10366,4b81a009.wav,Bicycle_bell
10368,4b870020.wav,Yell
10379,4ba76cbd.wav,Screaming
10380,4ba96344.wav,Car_passing_by
10383,4bb0949f.wav,Car_passing_by
10384,4bb2a2af.wav,Bus
10390,4bcfa47b.wav,Traffic_noise_and_roadway_noise
10392,4be17e01.wav,Bark
10397,4bfd29b0.wav,Traffic_noise_and_roadway_noise
10398,4bfd499b.wav,Shatter
10424,4c558152.wav,Bicycle_bell
10427,4c592dff.wav,Shatter
10430,4c682c8c.wav,Bus
10436,4c8c7e60.wav,Traffic_noise_and_roadway_noise
10438,4c924e54.wav,Bus
10439,4c92fa31.wav,Traffic_noise_and_roadway_noise
10452,4cba8427.wav,Traffic_noise_and_roadway_noise
10468,4cfcbd18.wav,Screaming
10474,4d0c1e3a.wav,Shatter
10479,4d3225b8.wav,Bark
10491,4d569dff.wav,Screaming
10493,4d5be933.wav,Bicycle_bell
10498,4d666117.wav,Motorcycle
10515,4d99a08a.wav,Yell
10529,4dcf404f.wav,Motorcycle
10531,4dd06e42.wav,Yell
10538,4de241a0.wav,Slam
10551,4e093395.wav,Car_passing_by
10555,4e170a8f.wav,Shatter
10558,4e267f3c.wav,Slam
10571,4e577c91.wav,Slam
10573,4e5de795.wav,Yell
10578,4e77e989.wav,Slam
10583,4e8d676e.wav,Shatter
10586,4e9837fe.wav,Traffic_noise_and_roadway_noise
10588,4e9ee41b.wav,Screaming
10594,4eb00d47.wav,Traffic_noise_and_roadway_noise
10595,4eb02fe0.wav,Screaming
10610,4ed298b7.wav,Bark
10616,4ee9015a.wav,Bus
10618,4eec1889.wav,Car_passing_by
10666,4fbada08.wav,Knock
10667,4fbe8d36.wav,Motorcycle
10668,4fc1695b.wav,Bark
10675,4fe3ef37.wav,Yell
10689,502919f6.wav,Bus
10694,5040d3b8.wav,Screaming
10697,505153c5.wav,Bark
10702,5059c94a.wav,Motorcycle
10704,505ff528.wav,Bus
10713,507f4ebb.wav,Traffic_noise_and_roadway_noise
10719,509dd785.wav,Bark
10729,50c3d134.wav,Shatter
10733,50dba74b.wav,Screaming
10735,50df7aa8.wav,Slam
10747,51258b79.wav,Bicycle_bell
10748,51293aa3.wav,Knock
10760,5156461a.wav,Bus
10762,515b7e00.wav,Bark
10763,5161f81b.wav,Screaming
10768,5171b845.wav,Knock
10774,518ba3a0.wav,Bicycle_bell
10778,519360fd.wav,Traffic_noise_and_roadway_noise
10783,51a0fa63.wav,Yell
10784,51a41998.wav,Bark
10795,51c5bfdb.wav,Car_passing_by
10797,51c8841c.wav,Knock
10806,51e1375f.wav,Slam
10812,51f5236e.wav,Motorcycle
10830,52324733.wav,Screaming
10846,52514f76.wav,Screaming
10861,528245ce.wav,Bark
10871,529d5544.wav,Bus
10872,52a03f50.wav,Traffic_noise_and_roadway_noise
10895,52f704df.wav,Motorcycle
10902,53142d0a.wav,Shatter
10903,531d8204.wav,Car_passing_by
10905,5328bf39.wav,Traffic_noise_and_roadway_noise
10907,5330db98.wav,Traffic_noise_and_roadway_noise
10909,5333abb5.wav,Motorcycle
10910,53365a19.wav,Knock
10918,5347699a.wav,Traffic_noise_and_roadway_noise
10923,5362b353.wav,Slam
10933,53807cbb.wav,Slam
10934,5382131d.wav,Bark
10952,53be4c1d.wav,Car_passing_by
10954,53caec8c.wav,Bus
10965,53e94d9a.wav,Yell
10974,5406f911.wav,Bark
10980,541b4b08.wav,Screaming
10992,542e6b06.wav,Car_passing_by
10993,542f2901.wav,Traffic_noise_and_roadway_noise
11010,5470e84b.wav,Slam
11012,54764000.wav,Bus
11014,5480c108.wav,Motorcycle
11017,54872902.wav,Knock
11022,5496124e.wav,Bicycle_bell
11030,54a60979.wav,Bicycle_bell
11053,54ea9554.wav,Screaming
11055,54edd741.wav,Bark
11060,550710a5.wav,Shatter
11070,552eff61.wav,Bicycle_bell
11074,55423a0d.wav,Traffic_noise_and_roadway_noise
